Hash ID,Add Item,Category,Name,Quality,Description
Items.generic_q115_afterlife_hacker,"Game.AddToInventory(""Items.generic_q115_afterlife_hacker"",1)",,,,
Items.generic_q115_afterlife_litter,"Game.AddToInventory(""Items.generic_q115_afterlife_litter"",1)",,,,
Items.generic_q115_afterlife_recycling,"Game.AddToInventory(""Items.generic_q115_afterlife_recycling"",1)",,,,
Items.generic_q115_afterlife_weapon_dealer,"Game.AddToInventory(""Items.generic_q115_afterlife_weapon_dealer"",1)",,,,
Items.generic_republic_plato_shard,"Game.AddToInventory(""Items.generic_republic_plato_shard"",1)",,,,
Items.generic_rewiring_synaptic_pathways_shard,"Game.AddToInventory(""Items.generic_rewiring_synaptic_pathways_shard"",1)",,,,
Items.generic_rockyridge_ambush,"Game.AddToInventory(""Items.generic_rockyridge_ambush"",1)",,,,
Items.generic_rockyridge_grenades,"Game.AddToInventory(""Items.generic_rockyridge_grenades"",1)",,,,
Items.generic_samurai_band,"Game.AddToInventory(""Items.generic_samurai_band"",1)",,,,
Items.generic_santa_muerte_shard,"Game.AddToInventory(""Items.generic_santa_muerte_shard"",1)",,,,
Items.generic_sayonara_station_shard,"Game.AddToInventory(""Items.generic_sayonara_station_shard"",1)",,,,
Items.generic_scavengers_pistol,"Game.AddToInventory(""Items.generic_scavengers_pistol"",1)",,,,
Items.generic_secure_your_soul,"Game.AddToInventory(""Items.generic_secure_your_soul"",1)",,,,
Items.generic_silly_crime_novel_shard,"Game.AddToInventory(""Items.generic_silly_crime_novel_shard"",1)",,,,
Items.generic_southam_war_shard,"Game.AddToInventory(""Items.generic_southam_war_shard"",1)",,,,
Items.generic_space_exploration_shard,"Game.AddToInventory(""Items.generic_space_exploration_shard"",1)",,,,
Items.generic_sq004_score,"Game.AddToInventory(""Items.generic_sq004_score"",1)",,,,
Items.generic_sq011_kerry_bracelet,"Game.AddToInventory(""Items.generic_sq011_kerry_bracelet"",1)",,,,
Items.generic_supernova_lizzy_wizzy_shard,"Game.AddToInventory(""Items.generic_supernova_lizzy_wizzy_shard"",1)",,,,
Items.generic_tainted_overload_shard,"Game.AddToInventory(""Items.generic_tainted_overload_shard"",1)",,,,
Items.generic_teachings_temple_shard,"Game.AddToInventory(""Items.generic_teachings_temple_shard"",1)",,,,
Items.generic_tinnitus_music_shard,"Game.AddToInventory(""Items.generic_tinnitus_music_shard"",1)",,,,
Items.generic_tourist_food_leaflet_shard,"Game.AddToInventory(""Items.generic_tourist_food_leaflet_shard"",1)",,,,
Items.generic_trauma_team_shard,"Game.AddToInventory(""Items.generic_trauma_team_shard"",1)",,,,
Items.generic_turbo_dracula_review_shard,"Game.AddToInventory(""Items.generic_turbo_dracula_review_shard"",1)",,,,
Items.generic_undoing_the_net_shard,"Game.AddToInventory(""Items.generic_undoing_the_net_shard"",1)",,,,
Items.generic_unification_war_shard,"Game.AddToInventory(""Items.generic_unification_war_shard"",1)",,,,
Items.generic_united_star_spangled_shard,"Game.AddToInventory(""Items.generic_united_star_spangled_shard"",1)",,,,
Items.generic_us_cracks_cover_shard,"Game.AddToInventory(""Items.generic_us_cracks_cover_shard"",1)",,,,
Items.generic_vdb_shard,"Game.AddToInventory(""Items.generic_vdb_shard"",1)",,,,
Items.generic_victor_boxing_match,"Game.AddToInventory(""Items.generic_victor_boxing_match"",1)",,,,
Items.generic_watson_whore_dairy_shard,"Game.AddToInventory(""Items.generic_watson_whore_dairy_shard"",1)",,,,
Items.generic_women_fitness_shard,"Game.AddToInventory(""Items.generic_women_fitness_shard"",1)",,,,
Items.generic_workshop_manual_shard,"Game.AddToInventory(""Items.generic_workshop_manual_shard"",1)",,,,
Items.generic_wraith_food_hoarding,"Game.AddToInventory(""Items.generic_wraith_food_hoarding"",1)",,,,
Items.generic_wraith_toolbox,"Game.AddToInventory(""Items.generic_wraith_toolbox"",1)",,,,
Items.generic_wysiwyg_shard,"Game.AddToInventory(""Items.generic_wysiwyg_shard"",1)",,,,
Items.generic_yorinobu_arasaka_biography_shard,"Game.AddToInventory(""Items.generic_yorinobu_arasaka_biography_shard"",1)",,,,
Items.GenericCorporationJunkItem1,"Game.AddToInventory(""Items.GenericCorporationJunkItem1"",1)",Junk,Stress ball,,Some say they're more effective than pills. cheaper too.
Items.GenericCorporationJunkItem2,"Game.AddToInventory(""Items.GenericCorporationJunkItem2"",1)",Junk,Stapler,,A standard staple of any office. Athough it's probably been used in some non-standard ways.
Items.GenericCorporationJunkItem3,"Game.AddToInventory(""Items.GenericCorporationJunkItem3"",1)",Junk,Hygiene Bag,,Not the type of item you like to get secondhand.
Items.GenericCorporationJunkItem4,"Game.AddToInventory(""Items.GenericCorporationJunkItem4"",1)",Junk,NDA,,A standard document that prohibits a lot and offers little in return.
Items.GenericCorporationJunkItem5,"Game.AddToInventory(""Items.GenericCorporationJunkItem5"",1)",Junk,Drip Coffee Maker,,The coffee brewing method many brewjacks claim is the undisputed best.
Items.GenericGangJunkItem1,"Game.AddToInventory(""Items.GenericGangJunkItem1"",1)",Junk,Golden Chain,,"A symbol of status, power and taste. Most of which is up for debate."
Items.GenericGangJunkItem2,"Game.AddToInventory(""Items.GenericGangJunkItem2"",1)",Junk,Tatoo Needle,,Some tools get better with age and use. This is not one of them.
Items.GenericGangJunkItem3,"Game.AddToInventory(""Items.GenericGangJunkItem3"",1)",Junk,Lighter,,Don't smoke? Still useful at concerts.
Items.GenericGangJunkItem4,"Game.AddToInventory(""Items.GenericGangJunkItem4"",1)",Junk,Counterfit Documents,,Not all problems can be solved with force.
Items.GenericGangJunkItem5,"Game.AddToInventory(""Items.GenericGangJunkItem5"",1)",Junk,Bloody Knife,,A sure sign shit just got real.
Items.GenericJunkItem1,"Game.AddToInventory(""Items.GenericJunkItem1"",1)",Junk,Vinyl Record,,An antique of a bygone era. But there's still no substitute for the sound from authentic vinyl.
Items.GenericJunkItem10,"Game.AddToInventory(""Items.GenericJunkItem10"",1)",Junk,Rosary,,They look well loved.
Items.GenericJunkItem11,"Game.AddToInventory(""Items.GenericJunkItem11"",1)",Junk,Voodoo Rosary,,Looks heavily worn. Could it be cursed?
Items.GenericJunkItem12,"Game.AddToInventory(""Items.GenericJunkItem12"",1)",Junk,Spray Paint,,"Vivid, Punchy and tough to wash off."
Items.GenericJunkItem13,"Game.AddToInventory(""Items.GenericJunkItem13"",1)",Junk,Spray Paint,,"If you can decorate the home you live in, you can decorate the city you live in."
Items.GenericJunkItem14,"Game.AddToInventory(""Items.GenericJunkItem14"",1)",Junk,Lottery Scratchcard,,Looks like another loser... What're the odds?
Items.GenericJunkItem15,"Game.AddToInventory(""Items.GenericJunkItem15"",1)",Junk,Hair Wax,,Give yuour hair a bold defense from Pacific winds and acid rain.
Items.GenericJunkItem16,"Game.AddToInventory(""Items.GenericJunkItem16"",1)",Junk,Perfume,,The essense of all earthly smells collected in one bottle.
Items.GenericJunkItem17,"Game.AddToInventory(""Items.GenericJunkItem17"",1)",Junk,Perfume,,Smells like old-fashioned stationary and courtship rituals.
Items.GenericJunkItem18,"Game.AddToInventory(""Items.GenericJunkItem18"",1)",Junk,Medical Forceps,,A little rusty from the look of them.
Items.GenericJunkItem19,"Game.AddToInventory(""Items.GenericJunkItem19"",1)",Junk,Surgical Scissors,,Used for removing much more than just hangnails.
Items.GenericJunkItem2,"Game.AddToInventory(""Items.GenericJunkItem2"",1)",Junk,Vinyl Record,,Heavily Scratched... But not by a record player needle.
Items.GenericJunkItem20,"Game.AddToInventory(""Items.GenericJunkItem20"",1)",Junk,Pack of Cards,,A few cards short of a full deck.
Items.GenericJunkItem21,"Game.AddToInventory(""Items.GenericJunkItem21"",1)",Junk,Pack of Cards,,A game that has long been out of circulation.
Items.GenericJunkItem22,"Game.AddToInventory(""Items.GenericJunkItem22"",1)",Junk,Pipe,,Give peace a chance.
Items.GenericJunkItem23,"Game.AddToInventory(""Items.GenericJunkItem23"",1)",Junk,Pack of Cigarettes,,Might as well dunk your lungs in a bowl of tar.
Items.GenericJunkItem24,"Game.AddToInventory(""Items.GenericJunkItem24"",1)",Junk,Pack of Cigarettes,,"Extra Strong, Triple filter. For Addiction Junkies."
Items.GenericJunkItem25,"Game.AddToInventory(""Items.GenericJunkItem25"",1)",Junk,Cube,,Calms some. Drives other crazy.
Items.GenericJunkItem26,"Game.AddToInventory(""Items.GenericJunkItem26"",1)",Junk,Candles,,For a romantic evening or a ritual sacrifice.
Items.GenericJunkItem27,"Game.AddToInventory(""Items.GenericJunkItem27"",1)",Junk,Incense,,Smells of cinnamon and pesticides.
Items.GenericJunkItem28,"Game.AddToInventory(""Items.GenericJunkItem28"",1)",Junk,Condoms,,"Ultra-thin, Ultra-durable, nano-tech-tested and approved."
Items.GenericJunkItem29,"Game.AddToInventory(""Items.GenericJunkItem29"",1)",Junk,Bubble Gum,,Spicy cinnamon flavor. Allegedly carcinogen-free.
Items.GenericJunkItem3,"Game.AddToInventory(""Items.GenericJunkItem3"",1)",Junk,Vinyl Record,,A perfect gift for the music lover or the poser.
Items.GenericJunkItem30,"Game.AddToInventory(""Items.GenericJunkItem30"",1)",Junk,Bubble Gum,,"With long-lasting, sythentic mint flavors and sweetners."
Items.GenericJunkItem4,"Game.AddToInventory(""Items.GenericJunkItem4"",1)",Junk,Medical Gauze,,A Must-have for ripperdocs. Sterile. Suited for weeping wounds.
Items.GenericJunkItem5,"Game.AddToInventory(""Items.GenericJunkItem5"",1)",Junk,Guitar Pick,,Doubles as a toothpick if the rocker career doesn't pan out.
Items.GenericJunkItem6,"Game.AddToInventory(""Items.GenericJunkItem6"",1)",Junk,Ritual Bowl,,"Only God knows what's been in this... Even then, maybe not."
Items.GenericJunkItem7,"Game.AddToInventory(""Items.GenericJunkItem7"",1)",Junk,Flare,,Brightens even the darkest murk.
Items.GenericJunkItem8,"Game.AddToInventory(""Items.GenericJunkItem8"",1)",Junk,Hand Fan,,Remember: even air conditioners have to break sometimes.
Items.GenericJunkItem9,"Game.AddToInventory(""Items.GenericJunkItem9"",1)",Junk,Hand Fan,,"Didn't you hear? If you kitschy, you're cool."
Items.GenericPoorJunkItem1,"Game.AddToInventory(""Items.GenericPoorJunkItem1"",1)",Junk,Disinfectant,,Kills 99.9% of gross shit.
Items.GenericPoorJunkItem2,"Game.AddToInventory(""Items.GenericPoorJunkItem2"",1)",Junk,Old Can,,"You want to taste what's inside, but don't."
Items.GenericPoorJunkItem3,"Game.AddToInventory(""Items.GenericPoorJunkItem3"",1)",Junk,Glow Stick,,It's like finidng an invitation to a rave. You going?
Items.GenericPoorJunkItem4,"Game.AddToInventory(""Items.GenericPoorJunkItem4"",1)",Junk,Damaged Clothes,,It doesn't screem Style. And that's probably not what the last owner screamed either.
Items.GenericPoorJunkItem5,"Game.AddToInventory(""Items.GenericPoorJunkItem5"",1)",Junk,Spray Paint,,"A nice color. Suitable for brick, concrete and metallic paneling."
Items.GenericRichJunkItem1,"Game.AddToInventory(""Items.GenericRichJunkItem1"",1)",Junk,Champagne Bucket,,What rich kids used in their Sandboxes.
Items.GenericRichJunkItem2,"Game.AddToInventory(""Items.GenericRichJunkItem2"",1)",Junk,Abstract Painting,,An expression of an artist's inner self. Or a computer's procedural generation algorithm.
Items.GenericRichJunkItem3,"Game.AddToInventory(""Items.GenericRichJunkItem3"",1)",Junk,Cashmere Wool,,"Sythetic, obviously. But feels as soft as the real deal."
Items.GenericRichJunkItem4,"Game.AddToInventory(""Items.GenericRichJunkItem4"",1)",Junk,Cheese Knives,,"Sturdy enough to take a life, delicate enough to spread it on a cracker."
Items.GenericRichJunkItem5,"Game.AddToInventory(""Items.GenericRichJunkItem5"",1)",Junk,Crystal Decanter,,Everything taste better when poured from crystal.
Items.Glasses,"Game.AddToInventory(""Items.Glasses"",1)",Unused,,,
Items.Glasses_01_basic_01,"Game.AddToInventory(""Items.Glasses_01_basic_01"",1)",Clothing - Face,Stylish Polarized Aviators,,
Items.Glasses_01_basic_02,"Game.AddToInventory(""Items.Glasses_01_basic_02"",1)",Clothing - Face,Elegant Sepia Vision Aviators,,
Items.Glasses_01_basic_03,"Game.AddToInventory(""Items.Glasses_01_basic_03"",1)",Clothing - Face,Gold Punk Aviators Coated Glass,,
Items.Glasses_01_basic_04,"Game.AddToInventory(""Items.Glasses_01_basic_04"",1)",Clothing - Face,Silver Plymer Hybrid Military Aviators,,
Items.Glasses_01_basic_05,"Game.AddToInventory(""Items.Glasses_01_basic_05"",1)",Clothing - Face,Classic Armor coated Aviators,,
Items.Glasses_02_basic_01,"Game.AddToInventory(""Items.Glasses_02_basic_01"",1)",Clothing - Face,Trendy Sazan Lyly Square Glasses,,
Items.Glasses_02_basic_02,"Game.AddToInventory(""Items.Glasses_02_basic_02"",1)",Clothing - Face,Elastiflex Utilitarian Glasses,,
Items.Glasses_02_basic_03,"Game.AddToInventory(""Items.Glasses_02_basic_03"",1)",Clothing - Face,Taped Square Glasses,,
Items.Glasses_02_basic_04,"Game.AddToInventory(""Items.Glasses_02_basic_04"",1)",Clothing - Face,Breach Please Square Glasses With Tempered Lens,,
Items.Glasses_02_basic_05,"Game.AddToInventory(""Items.Glasses_02_basic_05"",1)",Clothing - Face,Classic Square Glasses UV Filter,,
Items.Glasses_03_basic_01,"Game.AddToInventory(""Items.Glasses_03_basic_01"",1)",Clothing - Face,Darker Speed Square Glasses,,
Items.Glasses_03_basic_02,"Game.AddToInventory(""Items.Glasses_03_basic_02"",1)",Clothing - Face,Graffiti Glasses Coated Glass,,
Items.Glasses_03_basic_03,"Game.AddToInventory(""Items.Glasses_03_basic_03"",1)",Clothing - Face,Ergonomic Safety 32D1 Military Shades,,
Items.Glasses_03_basic_04,"Game.AddToInventory(""Items.Glasses_03_basic_04"",1)",Clothing - Face,Red Electro Iintegrated Biker Shades,,
Items.Glasses_03_basic_05,"Game.AddToInventory(""Items.Glasses_03_basic_05"",1)",Clothing - Face,Polycarbonate Sport Sunglasses,,
Items.Glasses_03_basic_06,"Game.AddToInventory(""Items.Glasses_03_basic_06"",1)",Clothing - Face,Stylish Torquoise Sport Glasses,,
Items.Glasses_03_basic_07,"Game.AddToInventory(""Items.Glasses_03_basic_07"",1)",Clothing - Face,Shiroi Tora Photoelectric Sport Glasses,,
Items.Glasses_03_basic_08,"Game.AddToInventory(""Items.Glasses_03_basic_08"",1)",Clothing - Face,Impact Resistant Tactical Glasses,,
Items.Glasses_03_basic_09,"Game.AddToInventory(""Items.Glasses_03_basic_09"",1)",Clothing - Face,Durable Zebra Sport Glasses UV Filter,,
Items.Glasses_03_basic_10,"Game.AddToInventory(""Items.Glasses_03_basic_10"",1)",Clothing - Face,Military Glasses Splash Guard,,
Items.Glasses_05_basic_01,"Game.AddToInventory(""Items.Glasses_05_basic_01"",1)",Clothing - Face,Synleather Plastic Goggles,,
Items.Glasses_05_basic_02,"Game.AddToInventory(""Items.Glasses_05_basic_02"",1)",Clothing - Face,Protective Gilt Plymer Biker Goggles,,
Items.Glasses_05_basic_03,"Game.AddToInventory(""Items.Glasses_05_basic_03"",1)",Clothing - Face,Makeshift Punk Goggles,,
Items.Glasses_05_basic_04,"Game.AddToInventory(""Items.Glasses_05_basic_04"",1)",Clothing - Face,2x Electronic Rocker Goggles,,
Items.Glasses_05_old_01,"Game.AddToInventory(""Items.Glasses_05_old_01"",1)",Clothing - Face,Chemically Hardened Tactical Goggles,,
Items.Glasses_05_old_02,"Game.AddToInventory(""Items.Glasses_05_old_02"",1)",Clothing - Face,Hardened Plastic Goggles,,
Items.gle_03_johnny_pants,"Game.AddToInventory(""Items.gle_03_johnny_pants"",1)",,,,
Items.GOG_DLC_Jacket,"Game.AddToInventory(""Items.GOG_DLC_Jacket"",1)",Clothing - Outer Torso,Wolf School Jacket,Rare,Because the world in 2077 could still use a monster hunter.
Items.GOG_DLC_TShirt,"Game.AddToInventory(""Items.GOG_DLC_TShirt"",1)",Clothing - Inner Torso,Wolf School T-Shirt,Rare,When you have to choose between neokitsch and neomilitaristic but can't make up your mind.
Items.GOG_Galaxy_TShirt,"Game.AddToInventory(""Items.GOG_Galaxy_TShirt"",1)",Clothing - Inner Torso,Galaxy T-Shirt,Rare,Find your place amongst the stars.
Items.GoodQualityAlcohol,"Game.AddToInventory(""Items.GoodQualityAlcohol"",1)",Consumable - Drink,,,
Items.GoodQualityAlcohol1,"Game.AddToInventory(""Items.GoodQualityAlcohol1"",1)",Consumable - Drink,,,
Items.GoodQualityAlcohol2,"Game.AddToInventory(""Items.GoodQualityAlcohol2"",1)",Consumable - Drink,,,
Items.GoodQualityAlcohol3,"Game.AddToInventory(""Items.GoodQualityAlcohol3"",1)",Consumable - Drink,,,
Items.GoodQualityAlcohol4,"Game.AddToInventory(""Items.GoodQualityAlcohol4"",1)",Consumable - Drink,,,
Items.GoodQualityAlcohol5,"Game.AddToInventory(""Items.GoodQualityAlcohol5"",1)",Consumable - Drink,,,
Items.GoodQualityAlcohol6,"Game.AddToInventory(""Items.GoodQualityAlcohol6"",1)",Consumable - Drink,,,
Items.GoodQualityDrink,"Game.AddToInventory(""Items.GoodQualityDrink"",1)",Unused,Consumable,,
Items.GoodQualityDrink1,"Game.AddToInventory(""Items.GoodQualityDrink1"",1)",Consumable - Drink,Sain Ruisseau,,
Items.GoodQualityDrink10,"Game.AddToInventory(""Items.GoodQualityDrink10"",1)",Consumable - Drink,Water,,
Items.GoodQualityDrink11,"Game.AddToInventory(""Items.GoodQualityDrink11"",1)",Consumable - Drink,"Tomato ""Juice""",,
Items.GoodQualityDrink2,"Game.AddToInventory(""Items.GoodQualityDrink2"",1)",Consumable - Drink,Chromanticore Lime,,
Items.GoodQualityDrink3,"Game.AddToInventory(""Items.GoodQualityDrink3"",1)",Consumable - Drink,Vita-Mine,,
Items.GoodQualityDrink4,"Game.AddToInventory(""Items.GoodQualityDrink4"",1)",Consumable - Drink,Chromanticore Carnival,,
Items.GoodQualityDrink5,"Game.AddToInventory(""Items.GoodQualityDrink5"",1)",Consumable - Drink,Te Matcha,,
Items.GoodQualityDrink6,"Game.AddToInventory(""Items.GoodQualityDrink6"",1)",Consumable - Drink,Te Sencha,,
Items.GoodQualityDrink7,"Game.AddToInventory(""Items.GoodQualityDrink7"",1)",Consumable - Drink,Te Oolong,,
Items.GoodQualityDrink8,"Game.AddToInventory(""Items.GoodQualityDrink8"",1)",Consumable - Drink,Vatnojokull (still),,
Items.GoodQualityDrink9,"Game.AddToInventory(""Items.GoodQualityDrink9"",1)",Consumable - Drink,Vatnojokull (sparkling),,
Items.GoodQualityFood,"Game.AddToInventory(""Items.GoodQualityFood"",1)",Unused,Consumable,,
Items.GoodQualityFood1,"Game.AddToInventory(""Items.GoodQualityFood1"",1)",Consumable - Food,Realfruit,,
Items.GoodQualityFood10,"Game.AddToInventory(""Items.GoodQualityFood10"",1)",Consumable - Food,Locust Pepperoni Pizza,,
Items.GoodQualityFood11,"Game.AddToInventory(""Items.GoodQualityFood11"",1)",Consumable - Food,Artichoke n Avacado Pizza,,
Items.GoodQualityFood12,"Game.AddToInventory(""Items.GoodQualityFood12"",1)",Consumable - Food,Tofu'd Tuna n Pineapple Pizza,,
Items.GoodQualityFood13,"Game.AddToInventory(""Items.GoodQualityFood13"",1)",Consumable - Food,Loaded Tamale,,
Items.GoodQualityFood2,"Game.AddToInventory(""Items.GoodQualityFood2"",1)",Consumable - Food,Tajine!,,
Items.GoodQualityFood3,"Game.AddToInventory(""Items.GoodQualityFood3"",1)",Consumable - Food,Dark Chocolate,,
Items.GoodQualityFood4,"Game.AddToInventory(""Items.GoodQualityFood4"",1)",Consumable - Food,"""Milk"" Chocolate",,
